EIN,"""form_year"":","""fiscalYearEnd"":","""form_type"":","""changeOfAccounting"":","""fs_contributions"":","""fs_program_service_revenue"":","""fs_other"":","""fs_miscellaneous"":","""ngla_revenue"":","""ngla_contrib_revenue"":","""ngla_grant_revenue"":","""ngla_prog_serv_revenue"":","""ngla_invest_revenue"":","""ngla_special_revenue"":","""ngla_sales_revenue"":","""ngla_other_revenue"":","""ngla_expense"":","""ngla_prog_expense"":","""ngla_admin_expense"":","""ngla_fund_expense"":","""ngla_net_gain_loss"":","""quick_ratio"":","""months_of_cash"":","""fringe_rate"":"
57-1195947,2018,2018,"""9""","""""",1058895.0,3306471.0,-1196.0,117089.0,4481259.0,78959.0,979936.0,3306471.0,3750.0,-4946.0,0.0,117089.0,4370919.0,2011934.0,2358985.0,0.0,110340.0,0.4447630865965828,0.24096120637192078,0.14405734683678711
57-1195947,2019,2019,"""9""","""""",1325217.0,4579019.0,-239.0,88845.0,5992842.0,15839.0,1309378.0,4579019.0,3750.0,-3989.0,0.0,88845.0,5350717.0,2462934.0,2887783.0,0.0,642125.0,1.0568937964344627,1.1636014407207969,0.14968516256145414
51-0142144,2008,2009,"""9""","""""",891446.0,49848522.0,48952.0,3005237.0,53794157.0,891446.0,0.0,49848522.0,48952.0,0.0,0.0,3005237.0,53243010.0,32946806.0,20296204.0,0.0,551147.0,0.33043783176243874,1.882196787724241,0.1484082636457533
51-0142144,2009,2010,"""9""","""""",320487.0,51349075.0,180653.0,1746501.0,53596716.0,320487.0,0.0,51349075.0,180653.0,0.0,0.0,1746501.0,53549448.0,32343866.0,21205582.0,0.0,47268.0,0.26742422753827333,1.0057968047155899,0.16669922611349589
51-0142144,2010,2011,"""9""","""""",582659.0,61513960.0,259012.0,1537584.0,63893215.0,582659.0,0.0,61513960.0,259012.0,0.0,0.0,1537584.0,61525764.0,41157014.0,20368750.0,0.0,2367451.0,0.36785674497212223,1.343870791541262,0.13963670936935113
51-0142144,2011,2012,"""9""","""""",75202.0,72694901.0,85784.0,2997557.0,75853444.0,75202.0,0.0,72694901.0,85784.0,0.0,0.0,2997557.0,73279773.0,50409155.0,22870618.0,0.0,2573671.0,0.2604866169254277,0.07415997031176268,0.14684157114235655
51-0142144,2012,2013,"""9""","""""",186027.0,83831417.0,107627.0,6704500.0,90829571.0,186027.0,0.0,83831417.0,107627.0,0.0,0.0,6704500.0,85357919.0,55815546.0,29542373.0,0.0,5471652.0,0.37643330508847206,0.4892809211450172,0.1474324324615632
51-0142144,2013,2014,"""9""","""""",766733.0,293145.0,315.0,0.0,1060193.0,766733.0,0.0,293145.0,315.0,0.0,0.0,0.0,44193524.0,606990.0,43586534.0,0.0,-43133331.0,0.0,0.08767574568964678,0.06802322032863818
51-0142144,2014,2015,"""9""","""""",1334674.0,208290.0,124.0,1350.0,1544438.0,1334674.0,0.0,208290.0,124.0,0.0,0.0,1350.0,1713273.0,1541949.0,171324.0,0.0,-168835.0,3.9239438892848977,2.1222986956147487,0.10405984081440024
51-0142144,2015,2016,"""9""","""""",1195832.0,510427.0,3250.0,0.0,1709509.0,516903.0,678929.0,510427.0,3250.0,0.0,0.0,0.0,1771572.0,1188348.0,559025.0,24199.0,-62063.0,1.2809839634552043,2.9970653075522486,0.1334748212694461
51-0142144,2016,2017,"""9""","""""",5029931.0,1934056.0,12849.0,0.0,6976836.0,3869824.0,1160107.0,1934056.0,12849.0,0.0,0.0,0.0,3190630.0,2281044.0,909586.0,0.0,3786206.0,9.137630638973409,14.904254225345248,0.1237072108157736
51-0142144,2017,2018,"""9""","""""",2047946.0,3731178.0,47105.0,0.0,5826229.0,985385.0,1062561.0,3731178.0,47105.0,0.0,0.0,0.0,5069639.0,3852903.0,1216736.0,0.0,756590.0,11.68825506287159,2.8262577412473604,0.11341778059243224
51-0142144,2018,2019,"""9""","""""",2015832.0,5331824.0,106000.0,0.0,7453656.0,436773.0,1579059.0,5331824.0,106000.0,0.0,0.0,0.0,6833237.0,4458214.0,2375023.0,0.0,620419.0,8.654304850402731,2.0865160337401103,0.11337020337834113
51-0142144,2019,2020,"""9""","""""",2268983.0,9209225.0,103572.0,0.0,11581780.0,548582.0,1720401.0,9209225.0,103572.0,0.0,0.0,0.0,7383358.0,4924826.0,2458532.0,0.0,4198422.0,3.5415014793252557,5.079365826950588,0.1347212852097163
51-0142144,2020,2021,"""9""","""""",3539400.0,5632561.0,0.0,526745.0,9698706.0,0.0,3539400.0,5632561.0,0.0,0.0,0.0,526745.0,8848273.0,6844042.0,2004231.0,0.0,850433.0,4.914626570926224,13.172387931195923,0.14945881487247104
33-0068583,2008,2009,"""9""","""""",6384308.0,1263988.0,127240.0,0.0,7775536.0,2087927.0,4296381.0,1263988.0,32261.0,-487274.0,582253.0,0.0,7411001.0,5596942.0,1814059.0,0.0,364535.0,0.4524179623355497,1.518342324111391,0.23111948995216608
33-0068583,2009,2010,"""9""","""""",7584754.0,1724793.0,3063814.0,28161.0,12401522.0,2879638.0,4705116.0,1724793.0,111846.0,-321463.0,3273431.0,28161.0,10683182.0,8192717.0,1954177.0,536288.0,1718340.0,1.20099014064871,1.9258979241175511,0.24145222743581107
33-0068583,2010,2011,"""9""","""""",6468971.0,913693.0,3309775.0,2831.0,10695270.0,2593223.0,3875748.0,913693.0,213199.0,-546723.0,3643299.0,2831.0,10786681.0,8217756.0,1951518.0,617407.0,-91411.0,1.2277579884756418,1.1967626845415105,0.23850534339735446
33-0068583,2011,2012,"""9""","""""",12074022.0,4570602.0,94902.0,4175.0,16743701.0,7232368.0,4841654.0,4570602.0,219144.0,-597741.0,473499.0,4175.0,15160407.0,12378208.0,1427025.0,1355174.0,1583294.0,1.668705354077118,2.7666722371708694,0.2429711772552138
33-0068583,2012,2013,"""9""","""""",11174900.0,10141858.0,214717.0,3570.0,21535045.0,6868904.0,4305996.0,10141858.0,296733.0,-776456.0,694440.0,3570.0,18734178.0,15967802.0,1937049.0,829327.0,2800867.0,2.3260854281685384,4.4082348724236,0.22548360041855064
33-0068583,2013,2014,"""9""","""""",10527712.0,9823103.0,401922.0,7906.0,20760643.0,6951038.0,3576674.0,9823103.0,375232.0,-517851.0,544541.0,7906.0,18988434.0,16010034.0,2341291.0,637109.0,1772209.0,1.9810047234105321,3.1640154925614317,0.22851267137165565
33-0068583,2014,2015,"""9""","""""",10472823.0,14345986.0,595424.0,7001.0,25421234.0,6874706.0,3598117.0,14345986.0,490849.0,-601994.0,706569.0,7001.0,23473078.0,19343087.0,3396677.0,733314.0,1948156.0,2.2902336606108373,2.146339829898697,0.21707215365658067
33-0068583,2015,2016,"""9""","""""",11922960.0,20895197.0,657863.0,123810.0,33599830.0,7122145.0,4800815.0,20895197.0,117244.0,-310659.0,851278.0,123810.0,31152785.0,25975207.0,4354995.0,822583.0,2447045.0,2.497524947793843,2.681499860832991,0.23292020763882726
33-0068583,2016,2017,"""9""","""""",15849871.0,21850076.0,524154.0,41476.0,38265577.0,11146481.0,4703390.0,21850076.0,497837.0,-489542.0,515859.0,41476.0,32043691.0,26064290.0,4581269.0,1398132.0,6221886.0,3.0141971339440086,1.1791803794269282,0.26226765424484044
33-0068583,2017,2018,"""9""","""""",17110648.0,25620276.0,840072.0,33532.0,43604528.0,11265214.0,5845434.0,25620276.0,639851.0,-576748.0,776969.0,33532.0,39827700.0,33315494.0,4874548.0,1637658.0,3776828.0,1.4083008349634212,2.037527827577943,0.30032474307953094
33-0068583,2018,2019,"""9""","""""",14162013.0,28813418.0,943633.0,29165.0,43948229.0,14162013.0,0.0,28813418.0,865242.0,-727099.0,805490.0,29165.0,42780047.0,38427422.0,3174014.0,1178611.0,1168182.0,1.2859075476978674,0.3754738458817803,0.3150187701030256
33-0068583,2019,2020,"""9""","""""",15584652.0,32491276.0,898004.0,48330.0,49022262.0,7638409.0,7946243.0,32491276.0,1284468.0,-1005788.0,619324.0,48330.0,45492556.0,40570945.0,3742353.0,1179258.0,3529706.0,2.3532107631771058,1.746404562792989,0.3307851047228039
45-0572757,2013,2013,"""9""","""""",583118.0,0.0,0.0,0.0,583118.0,583118.0,0.0,0.0,0.0,0.0,0.0,0.0,78307.0,73737.0,4570.0,0.0,504811.0,0.0,72.35615268124101,0.0
45-0572757,2014,2014,"""9""","""""",666352.0,0.0,0.0,0.0,666352.0,666352.0,0.0,0.0,0.0,0.0,0.0,0.0,252551.0,148456.0,104095.0,0.0,413801.0,0.0,-0.0006176970196118803,0.0
45-0572757,2015,2015,"""9""","""""",1421321.0,0.0,0.0,0.0,1421321.0,1421321.0,0.0,0.0,0.0,0.0,0.0,0.0,1695867.0,529709.0,1166158.0,0.0,-274546.0,-0.20885217391304348,-0.3399040136991875,0.0
45-0572757,2016,2016,"""9""","""""",2380724.0,3251226.0,0.0,0.0,5631950.0,1673254.0,707470.0,3251226.0,0.0,0.0,0.0,0.0,5539134.0,4704061.0,777600.0,57473.0,92816.0,0.6267940002677936,0.18126576946552644,0.1862410706125795
45-0572757,2017,2017,"""9""","""""",879859.0,6382759.0,0.0,0.0,7262618.0,110578.0,769281.0,6382759.0,0.0,0.0,0.0,0.0,7192386.0,6015019.0,1130854.0,46513.0,70232.0,0.7140133709916718,0.5118530744923643,0.19634281660191819
45-0572757,2018,2018,"""9""","""""",1206418.0,7767222.0,0.0,0.0,8973640.0,305149.0,901269.0,7767222.0,0.0,0.0,0.0,0.0,8609139.0,7218661.0,1354454.0,36024.0,364501.0,0.7871175758441734,0.6621716027690158,0.20431325947441326
45-0572757,2019,2019,"""9""","""""",1430386.0,8547048.0,0.0,0.0,9977434.0,101488.0,1328898.0,8547048.0,0.0,0.0,0.0,0.0,9543956.0,7952165.0,1564587.0,27204.0,433478.0,0.5356648558547177,0.666561571873669,0.20284466409867985
68-0320801,2008,2008,"""9""","""""",414648.0,1434891.0,3473.0,4081.0,1857093.0,402006.0,12642.0,1434891.0,3473.0,0.0,0.0,4081.0,1628564.0,926179.0,702385.0,0.0,228529.0,0.4388570117342391,1.474309087804449,0.10330830354347008
68-0320801,2009,2009,"""9""","""""",381492.0,1486166.0,1127.0,0.0,1868785.0,381492.0,0.0,1486166.0,1127.0,0.0,0.0,0.0,1875083.0,1207785.0,667298.0,0.0,-6298.0,0.3863157509960887,0.8467334702485149,0.14432599857820144
68-0320801,2010,2010,"""9""","""""",328884.0,1598521.0,16109.0,0.0,1943514.0,328884.0,0.0,1598521.0,16109.0,0.0,0.0,0.0,1892303.0,1206255.0,686048.0,0.0,51211.0,0.2721113898905595,0.44094697573223596,0.14632030501874566
68-0320801,2011,2011,"""9""","""""",203587.0,1781583.0,28.0,2143.0,1987341.0,203587.0,0.0,1781583.0,28.0,0.0,0.0,2143.0,1952605.0,1264440.0,688165.0,0.0,34736.0,0.5178328826533944,0.6694314645465635,0.1369359521133459
68-0320801,2012,2012,"""9""","""""",181653.0,1703002.0,11.0,171114.0,2055780.0,181653.0,0.0,1703002.0,11.0,0.0,0.0,171114.0,2415887.0,1542208.0,873679.0,0.0,-360107.0,0.3193691438057988,0.619573796030651,0.16122546618922332
68-0320801,2013,2013,"""9""","""""",410313.0,1895606.0,0.0,8278.0,2314197.0,410313.0,0.0,1895606.0,0.0,0.0,0.0,8278.0,2364934.0,1393625.0,971309.0,0.0,-50737.0,0.264680218974871,0.02237910155733587,0.23778668053869004
68-0320801,2014,2014,"""9""","""""",157514.0,2015292.0,0.0,81809.0,2254615.0,157514.0,0.0,2015292.0,0.0,0.0,0.0,81809.0,2450298.0,1486141.0,951692.0,12465.0,-195683.0,0.2326408810207699,0.09038644033175738,0.16222151388230316
68-0320801,2015,2015,"""9""","""""",750855.0,2177175.0,121.0,71480.0,2999631.0,750855.0,0.0,2177175.0,121.0,0.0,0.0,71480.0,2699215.0,1637710.0,1009810.0,51695.0,300416.0,0.545399933546724,1.3093513235386942,0.1473207680974244
68-0320801,2016,2016,"""9""","""""",960119.0,2116985.0,0.0,99473.0,3176577.0,0.0,960119.0,2116985.0,0.0,0.0,0.0,99473.0,3164431.0,2512821.0,651610.0,0.0,12146.0,0.416941889835091,0.42485542656591857,0.1333224525764908
68-0320801,2017,2017,"""9""","""""",1039665.0,2455385.0,0.0,0.0,3495050.0,162256.0,877409.0,2455385.0,0.0,0.0,0.0,0.0,3408323.0,2897075.0,511248.0,0.0,86727.0,0.500980185633402,0.695452942404257,0.13190453692163398
68-0320801,2018,2018,"""9""","""""",900024.0,2534544.0,0.0,94267.0,3528835.0,0.0,900024.0,2534544.0,0.0,0.0,0.0,94267.0,3511064.0,2598891.0,906108.0,6065.0,17771.0,0.5413946001917153,0.8723211199321323,0.1278413796207721
68-0320801,2019,2019,"""9""","""""",1103718.0,2298753.0,0.0,115560.0,3518031.0,0.0,1103718.0,2298753.0,0.0,0.0,0.0,115560.0,3429495.0,2803193.0,623904.0,2398.0,88536.0,0.510010837093824,0.8524336495831459,0.2051338496504549
27-0735908,2013,2013,"""9""","""""",159506.0,68710.0,0.0,0.0,228216.0,159506.0,0.0,68710.0,0.0,0.0,0.0,0.0,212295.0,178159.0,29886.0,4250.0,15921.0,0.0,0.9921390316312743,0.0
27-0735908,2014,2014,"""9""","""""",88487.0,224010.0,0.0,0.0,312497.0,88487.0,0.0,224010.0,0.0,0.0,0.0,0.0,303931.0,235651.0,53280.0,15000.0,8566.0,2.5738378981113668,0.41509459597160425,0.0
27-0735908,2015,2015,"""9""","""""",290834.0,730812.0,0.0,0.0,1021646.0,290834.0,0.0,730812.0,0.0,0.0,0.0,0.0,947566.0,742676.0,192540.0,12350.0,74080.0,7.724938985808551,1.0532639576084528,0.06033967141560878
27-0735908,2016,2016,"""9""","""""",769520.0,730443.0,0.0,660.0,1500623.0,21500.0,748020.0,730443.0,0.0,0.0,0.0,660.0,1574210.0,1087861.0,459125.0,27224.0,-73587.0,1.4407152816849726,0.10538356744452514,0.06285617994408724
27-0735908,2017,2017,"""9""","""""",778848.0,618885.0,0.0,3102.0,1400835.0,49000.0,729848.0,618885.0,0.0,0.0,0.0,3102.0,1516189.0,927440.0,588749.0,0.0,-115354.0,0.6393423723178641,0.2536208794976143,0.07602681112011501
27-0735908,2018,2018,"""9""","""""",1011053.0,883137.0,0.0,300.0,1894490.0,0.0,1011053.0,883137.0,0.0,0.0,0.0,300.0,1825981.0,1041400.0,784581.0,0.0,68509.0,0.9350276989653779,0.3372966502536763,0.08328063451440565
27-0735908,2019,2019,"""9""","""""",1105586.0,906933.0,0.0,11111.0,2023630.0,0.0,1105586.0,906933.0,0.0,0.0,0.0,11111.0,1770259.0,1165951.0,604308.0,0.0,253371.0,1.3009707998629458,5.141898445368729,0.06672097266241118
75-2986675,2008,2009,"""9""","""""",0.0,0.0,0.0,0.0,342805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431912.0,420710.0,11202.0,null,-89107.0,0.0037658919465137592,0.035618366704328656,0.0
75-2986675,2009,2010,"""9""","""""",0.0,660220.0,0.0,0.0,660220.0,0.0,0.0,660220.0,0.0,0.0,0.0,0.0,667711.0,662431.0,5280.0,null,-7491.0,0.008605994737444228,0.05407728792846007,0.0
75-2986675,2010,2011,"""9""","""""",1206536.0,0.0,0.0,0.0,1206536.0,492507.0,714029.0,0.0,0.0,0.0,0.0,0.0,1185702.0,1107117.0,78585.0,null,20834.0,0.27329736079253036,0.8245444470870421,0.12554912878173594
75-2986675,2011,2012,"""9""","""""",449661.0,3519452.0,462.0,0.0,3969575.0,198515.0,251146.0,3519452.0,462.0,0.0,0.0,0.0,3941244.0,2859135.0,1082109.0,0.0,28331.0,0.41917339657563185,0.4474173135716575,0.12021386439960875
75-2986675,2012,2013,"""9""","""""",227120.0,4592322.0,0.0,0.0,4819442.0,227120.0,0.0,4592322.0,0.0,0.0,0.0,0.0,4031421.0,2868818.0,1162603.0,0.0,788021.0,0.4369090616301272,0.09092599925603273,0.012798259674833981
75-2986675,2013,2014,"""9""","""""",76930.0,5200068.0,0.0,0.0,5276998.0,76930.0,0.0,5200068.0,0.0,0.0,0.0,0.0,4667196.0,3218476.0,1448720.0,0.0,609802.0,0.8989827853336952,0.24819367962103525,0.0
75-2986675,2014,2015,"""9""","""""",45241.0,5581697.0,0.0,0.0,5626938.0,45241.0,0.0,5581697.0,0.0,0.0,0.0,0.0,5549572.0,3616105.0,1933467.0,0.0,77366.0,0.8548468882156564,0.28390098880980463,0.05424999638273552
75-2986675,2015,2016,"""9""","""""",1776439.0,6402270.0,0.0,0.0,8178709.0,1076575.0,699864.0,6402270.0,0.0,0.0,0.0,0.0,7753667.0,5376652.0,2377015.0,0.0,425042.0,0.49247252212900616,0.0210297952314335,0.04657697687026773
75-2986675,2016,2017,"""9""","""""",2372263.0,7039550.0,0.0,5606.0,9417419.0,1629576.0,742687.0,7039550.0,0.0,0.0,0.0,5606.0,8950192.0,6495145.0,2455047.0,0.0,467227.0,0.2757162541971008,0.11684788255477596,0.0014529298056372383
75-2986675,2017,2018,"""9""","""""",4858039.0,6849620.0,0.0,9763.0,11717422.0,3870177.0,987862.0,6849620.0,0.0,0.0,0.0,9763.0,10569842.0,6609115.0,3960727.0,0.0,1147580.0,0.34683667069111707,0.7863366759632104,0.15600295722697832
75-2986675,2018,2019,"""9""","""""",1423487.0,8538378.0,2783.0,193479.0,10158127.0,428335.0,995152.0,8538378.0,2783.0,0.0,0.0,193479.0,11137659.0,7645955.0,3491704.0,0.0,-979532.0,0.32388776587139917,0.6762610068194524,0.16787515768389868
75-2986675,2019,2020,"""9""","""""",2558123.0,11499527.0,2967.0,177303.0,14237920.0,929739.0,1628384.0,11499527.0,2967.0,0.0,0.0,177303.0,12172895.0,9211075.0,2961820.0,0.0,2065025.0,0.7158443023782469,1.4815456254496402,0.20185583913972055
95-2838006,2008,2009,"""9""","""""",16342072.0,1128938.0,19156.0,154596.0,17644762.0,56552.0,16285520.0,1128938.0,17274.0,1882.0,0.0,154596.0,18061917.0,14578371.0,3465796.0,17750.0,-417155.0,0.5397546227467769,2.137312438349625,0.2935020488812354
95-2838006,2009,2010,"""9""","""""",15878600.0,1179603.0,7439.0,93905.0,17159547.0,28016.0,15850584.0,1179603.0,7439.0,0.0,0.0,93905.0,17406868.0,14893412.0,2497498.0,15958.0,-247321.0,0.5495404797786397,2.0358467326769647,0.35489698808303305
95-2838006,2010,2011,"""9""","""""",16325456.0,1214644.0,6392.0,228767.0,17775259.0,31889.0,16293567.0,1214644.0,6392.0,0.0,0.0,228767.0,17679995.0,14966955.0,2699385.0,13655.0,95264.0,0.557105470021611,1.7709931382490882,0.34005043785240735
95-2838006,2011,2012,"""9""","""""",7474032.0,11552902.0,9968.0,141296.0,19178198.0,152468.0,7321564.0,11552902.0,9968.0,0.0,0.0,141296.0,18539235.0,15881703.0,2629910.0,27622.0,638963.0,0.5859824248786073,2.188810369058006,0.266075601373052
95-2838006,2012,2013,"""9""","""""",9497380.0,9142565.0,46151.0,119507.0,18805603.0,145083.0,9352297.0,9142565.0,46151.0,0.0,0.0,119507.0,18576923.0,15718209.0,2842377.0,16337.0,228680.0,0.5459594849984746,2.0175243991516107,0.24157114911209204
95-2838006,2013,2014,"""9""","""""",6221900.0,13272261.0,158798.0,144381.0,19797340.0,101573.0,6120327.0,13272261.0,158798.0,0.0,0.0,144381.0,19272072.0,16323813.0,2934627.0,13632.0,525268.0,0.5137092779229705,1.870464646293464,0.2559184580093949
95-2838006,2014,2015,"""9""","""""",6120206.0,14266473.0,491341.0,196313.0,21074333.0,100270.0,6019936.0,14266473.0,491341.0,0.0,0.0,196313.0,20308404.0,17263398.0,3029946.0,15060.0,765929.0,0.5521913022784799,2.5192791779680928,0.25273742278584743
95-2838006,2015,2016,"""9""","""""",6315322.0,14692468.0,164668.0,8348.0,21180806.0,171959.0,6143363.0,14692468.0,171036.0,-6368.0,0.0,8348.0,20982471.0,17781757.0,3184862.0,15852.0,198335.0,0.5172631064730088,2.4598862000434045,0.24881566492153234
95-2838006,2016,2017,"""9""","""""",10588457.0,11990726.0,174719.0,27372.0,22781274.0,104845.0,10483612.0,11990726.0,186220.0,-11501.0,0.0,27372.0,22763069.0,19100201.0,3644641.0,18227.0,18205.0,0.46946895867905786,1.8650996119937824,0.23900499450026053
95-2838006,2017,2018,"""9""","""""",24423807.0,906256.0,-30299.0,19914.0,25319678.0,95434.0,24328373.0,906256.0,742.0,-31041.0,0.0,19914.0,27376063.0,23755808.0,3602025.0,18230.0,-2056385.0,0.41320351959981144,1.535996614533139,0.22839822111189495
95-2838006,2018,2019,"""9""","""""",28625145.0,839863.0,160743.0,127874.0,29753625.0,97502.0,28527643.0,839863.0,180292.0,-19549.0,0.0,127874.0,30754509.0,25891478.0,4835816.0,27215.0,-1000884.0,0.517842925124238,2.0109425312068576,0.24003878052526495
95-2838006,2019,2020,"""9""","""""",2096597.0,35753716.0,-19458.0,13271.0,37844126.0,56620.0,2039977.0,35753716.0,91.0,-19549.0,0.0,13271.0,36385241.0,30680870.0,5675987.0,28384.0,1458885.0,0.6660200429063833,3.1286112032639304,0.2619699939190313
46-2155118,2014,2014,"""9""","""""",0.0,491494.0,0.0,0.0,491494.0,0.0,0.0,491494.0,0.0,0.0,0.0,0.0,416291.0,326323.0,89968.0,0.0,75203.0,0.07275608604760941,0.0679179818326386,0.11167282781705481
46-2155118,2015,2015,"""9""","""""",83320.0,548196.0,551.0,0.0,632067.0,78320.0,5000.0,548196.0,0.0,551.0,0.0,0.0,809248.0,792013.0,17235.0,0.0,-177181.0,0.039080767831796814,0.1216463220901358,0.16965325265246553
46-2155118,2016,2016,"""9""","""""",11135.0,482553.0,46686.0,0.0,540374.0,11135.0,0.0,482553.0,0.0,46686.0,0.0,0.0,809520.0,758144.0,51376.0,0.0,-269146.0,1.6945576038216934,0.22082087401713305,0.0525950611500323
46-2155118,2017,2017,"""9""","""""",206847.0,249377.0,55335.0,0.0,511559.0,206847.0,0.0,249377.0,0.0,55335.0,0.0,0.0,625340.0,625340.0,0.0,0.0,-113781.0,1.4497774167602393,0.6947584256651372,0.07299147388686857
46-2155118,2018,2018,"""9""","""""",1091437.0,654116.0,0.0,0.0,1745553.0,237680.0,853757.0,654116.0,0.0,0.0,0.0,0.0,1842429.0,1814391.0,27981.0,57.0,-96876.0,0.6294063049027082,0.3804905630160872,0.12689699089625023
46-2155118,2019,2019,"""9""","""""",1392490.0,1300882.0,0.0,0.0,2693372.0,136978.0,1255512.0,1300882.0,0.0,0.0,0.0,0.0,2545545.0,2494876.0,47332.0,3337.0,147827.0,1.1008065490641525,0.018212728657873316,0.0
27-4383137,2012,2012,"""9""","""""",1834.0,318557.0,0.0,0.0,320391.0,1834.0,0.0,318557.0,0.0,0.0,0.0,0.0,315836.0,228627.0,87209.0,0.0,4555.0,0.5213676270557686,0.06846275752773376,0.12404534531134011
27-4383137,2013,2013,"""9""","""""",0.0,1016463.0,0.0,0.0,1016463.0,0.0,0.0,1016463.0,0.0,0.0,0.0,0.0,1036721.0,583615.0,453106.0,0.0,-20258.0,0.2058835498442297,0.06971126534443155,0.04027458496365943
27-4383137,2014,2014,"""9""","""""",0.0,1088362.0,0.0,0.0,1088362.0,0.0,0.0,1088362.0,0.0,0.0,0.0,0.0,1139751.0,633465.0,506286.0,0.0,-51389.0,0.1722009628440933,0.0314791338798382,0.09000100040016007
27-4383137,2015,2015,"""9""","""""",0.0,1192075.0,0.0,0.0,1192075.0,0.0,0.0,1192075.0,0.0,0.0,0.0,0.0,1239648.0,711435.0,528213.0,0.0,-47573.0,0.17591297139283585,0.0,0.09681681074431693
27-4383137,2016,2016,"""X""","""N""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27-4383137,2017,2017,"""X""","""N""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27-4383137,2017,2018,"""9""","""""",0.0,1794310.0,0.0,0.0,1794310.0,0.0,0.0,1794310.0,0.0,0.0,0.0,0.0,1888528.0,1446786.0,421742.0,20000.0,-94218.0,0.4895325472114088,0.08334745367820863,0.08311247849219788
27-4383137,2018,2019,"""9""","""""",0.0,2166459.0,0.0,0.0,2166459.0,0.0,0.0,2166459.0,0.0,0.0,0.0,0.0,2195129.0,1663556.0,531573.0,0.0,-28670.0,0.2261296445925719,0.20520785924945475,0.17984994503127752
27-4383137,2019,2020,"""9""","""""",832717.0,2347662.0,0.0,0.0,3180379.0,100000.0,732717.0,2347662.0,0.0,0.0,0.0,0.0,3015229.0,1977787.0,1037442.0,0.0,165150.0,0.36882622755979305,0.10031421675349225,0.1644384500958916
95-3245254,2008,2008,"""9""","""""",33000.0,2783370.0,23593.0,0.0,2839963.0,33000.0,0.0,2783370.0,23593.0,0.0,0.0,0.0,2682517.0,2585995.0,96522.0,null,157446.0,5.580692424571304,1.5029594768926655,0.0
95-3245254,2009,2009,"""9""","""""",103800.0,2860451.0,10355.0,12850.0,2987456.0,3800.0,100000.0,2860451.0,10355.0,0.0,0.0,12850.0,2838213.0,2759114.0,79099.0,null,149243.0,6.891642972778103,1.786719686995272,0.167791425564027
95-3245254,2010,2010,"""9""","""""",0.0,2806230.0,7492.0,0.0,2813722.0,0.0,0.0,2806230.0,7492.0,0.0,0.0,0.0,2879400.0,2788918.0,90482.0,null,-65678.0,6.821634893125361,1.6380051255052441,0.18058014603998504
95-3245254,2011,2011,"""9""","""""",0.0,2695639.0,6297.0,2516.0,2704452.0,0.0,0.0,2695639.0,6297.0,0.0,0.0,2516.0,2693979.0,2612113.0,81866.0,null,10473.0,6.561717986141616,1.7399722248610112,0.18804551455152033
95-3245254,2012,2012,"""9""","""""",0.0,2743646.0,9240.0,0.0,2752886.0,0.0,0.0,2743646.0,9240.0,0.0,0.0,0.0,2785960.0,2703380.0,82580.0,0.0,-33074.0,5.308132661996497,1.7320014772501295,0.19698157357551088
95-3245254,2013,2013,"""9""","""""",0.0,2623166.0,5443.0,0.0,2628609.0,0.0,0.0,2623166.0,5443.0,0.0,0.0,0.0,2797861.0,2717784.0,80077.0,0.0,-169252.0,3.6543919450416906,1.138721738781033,0.16804049376641494
95-3245254,2014,2014,"""9""","""""",0.0,2922243.0,1770.0,0.0,2924013.0,0.0,0.0,2922243.0,1770.0,0.0,0.0,0.0,3017146.0,2930243.0,86903.0,0.0,-93133.0,3.3049064007633073,0.6101221265693658,0.16056631099813792
95-3245254,2015,2015,"""9""","""""",10000.0,2779528.0,83218.0,0.0,2872746.0,10000.0,0.0,2779528.0,83218.0,0.0,0.0,0.0,2938776.0,2838123.0,100653.0,0.0,-66030.0,2.130793880504445,1.394210352149574,0.15898640735692207
95-3245254,2016,2016,"""9""","""""",0.0,2905797.0,7617.0,0.0,2913414.0,0.0,0.0,2905797.0,7617.0,0.0,0.0,0.0,3057614.0,2950692.0,106922.0,0.0,-144200.0,1.1623326728480026,1.6581573911593523,0.1547336118872493
95-3245254,2017,2017,"""9""","""""",49364.0,4391308.0,4893.0,0.0,4445565.0,49364.0,0.0,4391308.0,4893.0,0.0,0.0,0.0,4003764.0,3855545.0,148219.0,0.0,441801.0,2.028229858531499,1.1498665867502906,0.17449541513340183
95-3245254,2018,2018,"""9""","""""",159012.0,5084328.0,18304.0,2343.0,5263987.0,159012.0,0.0,5084328.0,18304.0,0.0,0.0,2343.0,5138611.0,4882843.0,255768.0,0.0,125376.0,1.741227749525528,1.215922275320222,0.1538706245688667
95-3245254,2019,2019,"""9""","""""",1961513.0,6146851.0,8521.0,1239.0,8118124.0,1961513.0,0.0,6146851.0,8521.0,0.0,0.0,1239.0,6645653.0,6447030.0,198623.0,0.0,1472471.0,3.3878330598447977,3.415255240902352,0.1374911323784469
