"","EIN","Year","Assets","Liabilities"
"10994","48-1154210",2011,2275620,178152
"10995","48-1154210",2012,2966480,228843
"10996","48-1154210",2013,3205920,229973
"10997","48-1154210",2014,7456369,2187088
"10998","48-1154210",2015,9676511,2969773
"10999","48-1154210",2016,9450349,2840006
"11000","48-1154210",2017,10760128,2792246
"11001","48-1154210",2018,12177883,2840888
"11002","48-1154210",2019,16500547,5746980
"11003","48-1154210",2020,18782604,7041456
"11004","48-1154210",2022,24678855,6376732
"11005","20-2405575",2009,878278,520463
"11006","20-2405575",2010,1209205,575771
"11007","20-2405575",2011,1129247,574689
"11008","20-2405575",2012,1349828,362351
"11009","20-2405575",2013,1756481,524925
"11010","20-2405575",2014,2787553,1509948
"11011","20-2405575",2015,2726613,1551466
"11012","20-2405575",2016,4925124,3086016
"11013","20-2405575",2017,6518951,3871633
"11014","20-2405575",2018,6750073,3064302
"11015","20-2405575",2019,7187231,3123194
"11016","20-2405575",2020,7971059,2887633
"11017","20-2405575",2021,9830317,2471641
"11018","20-2405575",2022,11678630,2908613
"11019","68-0545808",2009,3373929,1019664
"11020","68-0545808",2010,4306562,2310365
"11021","68-0545808",2011,4647341,2650829
"11022","68-0545808",2012,4732130,3122434
"11023","68-0545808",2013,5899463,4173794
"11024","68-0545808",2014,6045029,4817122
"11025","68-0545808",2015,5996831,5527057
"11026","68-0545808",2016,7225947,6076086
"11027","68-0545808",2017,10877025,8883435
"11028","68-0545808",2018,16231761,12118588
"11029","68-0545808",2019,18470353,14040616
"11030","68-0545808",2020,21462187,16019368
"11031","68-0545808",2021,24144940,15009056
"11032","68-0545808",2022,23228826,11678720
"11033","48-1302204",2009,2608285,846022
"11034","48-1302204",2011,1928958,286854
"11035","48-1302204",2012,2246662,402129
"11036","48-1302204",2013,3345722,621535
"11037","48-1302204",2014,3915044,403685
"11038","48-1302204",2015,6531106,299010
"11039","48-1302204",2016,7560361,446540
"11040","48-1302204",2017,8797220,420581
"11041","48-1302204",2018,9856731,447404
"11042","48-1302204",2019,15913171,4365424
"11043","48-1302204",2020,18653889,5101471
"11044","43-1036785",2009,12066581,4559838
"11045","43-1036785",2010,12488642,4546955
"11046","43-1036785",2011,13031702,3983577
"11047","43-1036785",2012,14372662,4606508
"11048","43-1036785",2013,14384762,4095765
"11049","43-1036785",2014,14890697,4258480
"11050","43-1036785",2015,16283552,3967320
"11051","43-1036785",2016,18337797,3988733
"11052","43-1036785",2017,23905752,6631087
"11053","43-1036785",2018,21421899,6334405
"11054","43-1036785",2019,21944546,6501516
"11055","43-1036785",2020,23987763,7907918
"11056","43-1036785",2021,28093796,12010954
"11057","43-1036785",2022,24041243,4841669
"11058","47-0666715",2009,6222413,1164065
"11059","47-0666715",2010,7151262,1114035
"11060","47-0666715",2011,7446214,1405009
"11061","47-0666715",2012,6351119,1734813
"11062","47-0666715",2013,6484305,1879617
"11063","47-0666715",2014,6588069,1767325
"11064","47-0666715",2015,6725626,1540556
"11065","47-0666715",2016,7354138,1598771
"11066","47-0666715",2017,8574013,1747161
"11067","47-0666715",2018,8023019,1707580
"11068","47-0666715",2019,7839105,1870973
"11069","47-0666715",2020,10141621,4103389
"11070","47-0666715",2021,11075926,3532438
"11071","43-1323669",2009,4916737,4361972
"11072","43-1323669",2010,8207977,5654259
"11073","43-1323669",2011,8163309,5338591
"11074","43-1323669",2012,8535659,5160662
"11075","43-1323669",2013,9071470,5317431
"11076","43-1323669",2014,8678873,5315108
"11077","43-1323669",2015,7998301,6115852
"11078","43-1323669",2016,9092912,5652431
"11079","43-1323669",2017,11909083,5626033
"11080","43-1323669",2018,13291721,6044165
"11081","43-1323669",2019,12254222,5539633
"11082","43-1323669",2020,15724145,8781272
"11083","43-1323669",2021,19617602,11301183
"11084","43-1323669",2022,22874987,10195589
"11085","47-0493594",2009,6770959,1925033
"11086","47-0493594",2010,6810102,2287503
"11087","47-0493594",2011,7489006,2853035
"11088","47-0493594",2012,7362161,3542608
"11089","47-0493594",2013,7004733,4001016
"11090","47-0493594",2014,6703266,4071697
"11091","47-0493594",2015,6635611,3870845
"11092","47-0493594",2016,6532873,3530846
"11093","47-0493594",2017,6680444,3372107
"11094","47-0493594",2018,6455962,3085559
"11095","47-0493594",2019,6848151,3112387
"11096","47-0493594",2020,7570603,3082984
"11097","47-0493594",2021,7582124,1927101
"11098","47-0493594",2022,9588655,1799545
"11099","48-1159633",2008,3505302,726217
"11100","48-1159633",2009,4087362,505255
"11101","48-1159633",2010,4312797,502466
"11102","48-1159633",2011,4716685,654625
"11103","48-1159633",2012,6712014,1146641
"11104","48-1159633",2013,7535112,899515
"11105","48-1159633",2014,9901441,1303094
"11106","48-1159633",2015,13012957,1478174
"11107","48-1159633",2016,21818945,4544457
"11108","48-1159633",2017,24736698,3156161
"11109","48-1159633",2018,26780879,3012761
"11110","48-1159633",2019,29108064,2760704
"11111","48-1159633",2020,34999936,3005474
"11112","48-1159633",2021,41448273,2298308
"11113","48-1150706",2008,1431148,179377
"11114","48-1150706",2009,1182632,186703
"11115","48-1150706",2010,2897613,1554188
"11116","48-1150706",2011,2971110,1519710
"11117","48-1150706",2012,2888483,1611573
"11118","48-1150706",2013,5596652,1819214
"11119","48-1150706",2014,6445547,1651083
"11120","48-1150706",2015,6088185,1588315
"11121","48-1150706",2016,5438953,1723087
"11122","48-1150706",2017,5781531,1972091
"11123","48-1150706",2018,5791554,2062153
"11124","48-1150706",2019,5730380,2299902
"11125","48-1150706",2020,6143044,1854353
"11126","48-1150706",2021,7527807,1873931
"11127","43-1679687",2008,6739994,1053956
"11128","43-1679687",2009,6582564,599923
"11129","43-1679687",2010,7595554,433923
"11130","43-1679687",2011,7667067,451634
"11131","43-1679687",2012,8118169,676835
"11132","43-1679687",2013,8244205,660375
"11133","43-1679687",2014,8848631,454795
"11134","43-1679687",2015,9506367,723479
"11135","43-1679687",2016,10515755,722007
"11136","43-1679687",2017,12380657,1864782
"11137","43-1679687",2018,13000802,1761078
"11138","43-1679687",2019,13271613,1587616
"11139","43-1679687",2020,16622925,2472844
"11140","43-1679687",2021,17807107,1848751
"11141","43-1747760",2009,4239773,710247
"11142","43-1747760",2010,5380070,858302
"11143","43-1747760",2011,6550433,2183002
"11144","43-1747760",2012,6745213,2601225
"11145","43-1747760",2013,7448261,3400108
"11146","43-1747760",2014,7388628,3307924
"11147","43-1747760",2015,7126347,2932506
"11148","43-1747760",2016,8777864,3242606
"11149","43-1747760",2017,10132614,3247360
"11150","43-1747760",2018,13301767,3448868
"11151","43-1747760",2019,13290400,2286865
"11152","43-1747760",2020,13967943,2224693
"11153","43-1747760",2021,17119943,2599355
"11154","43-1747760",2022,18551598,1610003
"11155","43-1752799",2009,7940246,1147670
"11156","43-1752799",2010,7891899,1035852
"11157","43-1752799",2011,7937010,1028150
"11158","43-1752799",2012,10166805,1809950
"11159","43-1752799",2013,9961665,1955388
"11160","43-1752799",2014,10476375,1823367
"11161","43-1752799",2015,11069734,1730709
"11162","43-1752799",2016,11229285,1293452
"11163","43-1752799",2017,12116008,1486621
"11164","43-1752799",2018,12759325,1575122
"11165","43-1752799",2019,13674531,3778535
"11166","43-1752799",2020,15703358,6085077
"11167","43-1752799",2021,17059994,2730378
"11168","43-1752799",2022,16683948,3521761
"11169","48-1049519",2008,2025957,362649
"11170","48-1049519",2009,2019538,256688
"11171","48-1049519",2010,2373290,378596
"11172","48-1049519",2011,2784889,393127
"11173","48-1049519",2012,3286668,393774
"11174","48-1049519",2014,3378061,460946
"11175","48-1049519",2015,2487752,591742
"11176","48-1049519",2016,2200175,890304
"11177","48-1049519",2017,2255866,1358931
"11178","48-1049519",2018,2243947,1339184
"11179","48-1049519",2019,2029505,1263411
"11180","48-1049519",2020,2495423,2204526
"11181","48-1049519",2021,3963397,1522338
"11182","48-1049519",2022,5427378,2141762
"11183","42-1466508",2009,336564,229507
"11184","42-1466508",2010,565599,347096
"11185","42-1466508",2011,733799,427214
"11186","42-1466508",2012,2814659,1006658
"11187","42-1466508",2013,6544491,1097794
"11188","42-1466508",2014,6258285,612343
"11189","42-1466508",2015,6369150,391139
"11190","42-1466508",2016,6792768,769489
"11191","42-1466508",2017,6749914,625485
"11192","42-1466508",2018,7168138,378427
"11193","42-1466508",2019,8005528,262273
"11194","42-1466508",2020,8759200,544248
"11195","42-1489471",2009,3110619,918981
"11196","42-1489471",2010,3230646,990149
"11197","42-1489471",2011,4248007,1477104
"11198","42-1489471",2012,6344646,1149745
"11199","42-1489471",2013,7429799,1149447
"11200","42-1489471",2014,7851382,1843145
"11201","42-1489471",2015,8545229,1673752
"11202","42-1489471",2016,12270781,3800704
"11203","42-1489471",2017,17771035,5456207
"11204","42-1489471",2018,19388572,5469802
"11205","42-1489471",2019,19047670,5115064
"11206","42-1489471",2020,19486478,4956894
"11207","42-1489471",2021,23147884,7149064
"11208","42-1489471",2022,24695238,5939946
"11209","47-0548990",2009,9182931,957689
"11210","47-0548990",2010,10167450,1378745
"11211","47-0548990",2011,11500794,1329237
"11212","47-0548990",2012,14079914,1956700
"11213","47-0548990",2013,24453496,3274403
"11214","47-0548990",2014,25009533,2732129
"11215","47-0548990",2015,26751072,2915464
"11216","47-0548990",2016,28078607,3821981
"11217","47-0548990",2017,29956799,4273404
"11218","47-0548990",2018,31123698,3619839
"11219","47-0548990",2019,43518688,9081560
"11220","47-0548990",2020,47178885,8379052
"11221","47-0548990",2021,55753804,14888308
"11222","47-0548990",2022,62064592,9219674
"11223","48-1165405",2009,1167651,155955
"11224","48-1165405",2010,1304160,98474
"11225","48-1165405",2011,2230538,423437
"11226","48-1165405",2012,2553636,646579
"11227","48-1165405",2013,2507999,650969
"11228","48-1165405",2014,2477483,684169
"11229","48-1165405",2015,2621804,640917
"11230","48-1165405",2016,2930817,533329
"11231","48-1165405",2017,3167609,304116
"11232","48-1165405",2018,3250309,261394
"11233","48-1165405",2019,2838316,296645
"11234","48-1165405",2020,2472277,380515
"11235","48-1165405",2021,3075163,503324
"11236","48-1165405",2022,4000998,1077313
"11237","43-1602701",2009,21920461,7490060
"11238","43-1602701",2010,25285976,6964047
"11239","43-1602701",2011,25637380,6662219
"11240","43-1602701",2012,32067797,12468413
"11241","43-1602701",2013,37935933,17949364
"11242","43-1602701",2014,49197978,24843096
"11243","43-1602701",2015,56021975,26291536
"11244","43-1602701",2016,65496014,33003904
"11245","43-1602701",2017,72731555,38965257
"11246","43-1602701",2018,73122605,35801710
"11247","43-1602701",2019,78647716,37789430
"11248","43-1602701",2020,82876360,41118916
"11249","43-1602701",2021,83140313,36150460
"11250","43-1602701",2022,98458435,29762620
"11251","42-1527584",2009,4533705,1158091
"11252","42-1527584",2010,5095894,1988674
"11253","42-1527584",2011,5996325,2445321
"11254","42-1527584",2012,6515277,2717806
"11255","42-1527584",2013,6435033,2684872
"11256","42-1527584",2014,6804011,2176931
"11257","42-1527584",2015,8059297,2634478
"11258","42-1527584",2016,8206400,2007538
"11259","42-1527584",2017,9453836,2823781
"11260","42-1527584",2018,11487923,3243908
"11261","42-1527584",2019,13198193,3754827
"11262","42-1527584",2020,15621410,3948105
"11263","42-1527584",2021,22692992,7579594
"11264","42-1527584",2022,25641167,4496275
"11265","43-1932702",2009,6280052,3423259
"11266","43-1932702",2010,6583187,3725664
"11267","43-1932702",2011,5836400,2854151
"11268","43-1932702",2012,5978498,2882392
"11269","43-1932702",2013,5767246,2779045
"11270","43-1932702",2014,6019459,2977810
"11271","43-1932702",2015,6450832,3463321
"11272","43-1932702",2016,6802363,3109775
"11273","43-1932702",2017,6953577,2301558
"11274","43-1932702",2018,7203517,1826236
"11275","43-1932702",2019,7353644,1295487
"11276","43-1932702",2020,8245576,1266320
"11277","43-1932702",2021,9633107,909196
"11278","43-1932702",2022,10304906,951772
"11279","75-3002264",2009,4841268,2221466
"11280","75-3002264",2010,5654364,2515336
"11281","75-3002264",2011,6742391,2561030
"11282","75-3002264",2012,7398262,2366046
"11283","75-3002264",2013,8755161,3365682
"11284","75-3002264",2014,12159578,3389920
"11285","75-3002264",2015,14353718,3477713
"11286","75-3002264",2016,17718056,4276840
"11287","75-3002264",2017,20721360,4878651
"11288","75-3002264",2018,24682670,6895978
"11289","75-3002264",2019,31279835,8056305
"11290","75-3002264",2020,41358651,13657756
"11291","75-3002264",2021,50466527,10394253
"11292","81-0546390",2008,2519615,729713
"11293","81-0546390",2009,2609415,510378
"11294","81-0546390",2010,2017537,201312
"11295","81-0546390",2011,2458274,257589
"11296","81-0546390",2012,2542595,255126
"11297","81-0546390",2013,3443435,937509
"11298","81-0546390",2014,3361053,766065
"11299","81-0546390",2015,3726496,524014
"11300","81-0546390",2016,4809102,281297
"11301","81-0546390",2017,5984685,341037
"11302","81-0546390",2018,7655537,644683
"11303","81-0546390",2019,9798949,643431
"11304","81-0546390",2020,12902028,1506061
"11305","81-0546390",2021,17292335,1968821
"11306","41-2056863",2008,2907733,367011
"11307","41-2056863",2009,3778628,389341
"11308","41-2056863",2010,2494132,483240
"11309","41-2056863",2011,2900909,473782
"11310","41-2056863",2012,3283271,383797
"11311","41-2056863",2013,3748958,362026
"11312","41-2056863",2014,3851223,403056
"11313","41-2056863",2015,4018226,456502
"11314","41-2056863",2016,4162986,554800
"11315","41-2056863",2017,5031890,864471
"11316","41-2056863",2018,5258287,808136
"11317","41-2056863",2019,5979739,1255876
"11318","41-2056863",2020,9768873,3563273
"11319","41-2056863",2021,12281950,2448152
"11320","48-1180078",2008,1014496,70302
"11321","48-1180078",2009,1323585,134898
"11322","48-1180078",2010,1364414,77854
"11323","48-1180078",2011,1709536,108883
"11324","48-1180078",2012,1987598,207708
"11325","48-1180078",2013,2215379,179440
"11326","48-1180078",2014,2729526,245869
"11327","48-1180078",2015,3967454,1127284
"11328","48-1180078",2016,8297378,5837874
"11329","48-1180078",2017,8343977,5935236
"11330","48-1180078",2018,8364786,5984558
"11331","48-1180078",2019,9264526,5767384
"11332","48-1180078",2020,12079484,5969001
"11333","48-1180078",2021,12115948,3425805
"11334","30-0444724",2009,1374863,1029065
"11335","30-0444724",2010,1682585,911675
"11336","30-0444724",2011,1886407,818114
"11337","30-0444724",2012,2063613,769729
"11338","30-0444724",2013,2058636,717747
"11339","30-0444724",2014,2521390,995890
"11340","30-0444724",2015,2622865,906309
"11341","30-0444724",2016,2835874,890984
"11342","30-0444724",2017,2936801,780097
"11343","30-0444724",2018,3710518,760261
"11344","30-0444724",2019,4699558,925797
"11345","30-0444724",2020,5446704,1010957
"11346","30-0444724",2021,7153840,975097
"11347","30-0444724",2022,7558310,647438
"11348","47-0833378",2009,515414,117531
"11349","47-0833378",2010,625590,145225
"11350","47-0833378",2011,793342,166990
"11351","47-0833378",2012,1073509,130294
"11352","47-0833378",2013,1337920,327840
"11353","47-0833378",2014,2638098,1694364
"11354","47-0833378",2015,2904072,1620426
"11355","47-0833378",2016,3579455,1688829
"11356","47-0833378",2017,4084412,1544554
"11357","47-0833378",2018,5464985,1665040
"11358","47-0833378",2019,5599781,1611494
"11359","47-0833378",2020,8258100,3599459
"11360","47-0833378",2021,9798512,1813007
"11361","47-0833378",2022,11599492,1970890
"11362","42-1539797",2008,1203917,686289
"11363","42-1539797",2009,1553059,965445
"11364","42-1539797",2010,1775908,723624
"11365","42-1539797",2011,2034574,559409
"11366","42-1539797",2012,2675642,521110
"11367","42-1539797",2013,3259394,296005
"11368","42-1539797",2014,4898069,402007
"11369","42-1539797",2015,11470487,6424457
"11370","42-1539797",2016,13009244,6894084
"11371","42-1539797",2017,13834380,6364304
"11372","42-1539797",2018,14695267,5804034
"11373","42-1539797",2019,16353544,5837158
"11374","42-1539797",2020,19478510,6230275
"11375","42-1539797",2021,20844263,5356573
"11376","30-0349221",2009,12573,0
"11377","30-0349221",2011,598850,480
"11378","30-0349221",2012,637202,449
"11379","30-0349221",2013,769354,38942
"11380","30-0349221",2014,828811,257567
"11381","30-0349221",2015,1499989,987897
"11382","30-0349221",2016,2524963,1077124
"11383","30-0349221",2017,2569485,1227425
"11384","30-0349221",2018,2818464,1125323
"11385","30-0349221",2019,2685924,1236456
"11386","30-0349221",2020,4309220,1825633
"11387","30-0349221",2021,6605075,2975049
"11388","30-0349221",2022,7152316,2260522
"11389","36-2800788",2009,12029031,3247518
"11390","36-2800788",2010,12057859,2811293
"11391","36-2800788",2011,12259150,2425444
"11392","36-2800788",2012,14611154,3953301
"11393","36-2800788",2013,16050920,4086788
"11394","36-2800788",2014,16408766,3793605
"11395","36-2800788",2015,17239086,3864377
"11396","36-2800788",2016,19114932,4060420
"11397","36-2800788",2017,19177636,3590248
"11398","36-2800788",2018,18476544,3093407
"11399","36-2800788",2019,18760504,3607284
"11400","36-2800788",2020,22280369,6394100
"11401","36-2800788",2021,24902774,3027295
"11402","36-2800788",2022,21172432,2927954
"11403","48-1115529",2009,656492,72300
"11404","48-1115529",2010,1139946,59473
"11405","48-1115529",2011,1030974,90810
"11406","48-1115529",2012,1081423,105390
"11407","48-1115529",2013,1192851,296565
"11408","48-1115529",2014,2075085,423759
"11409","48-1115529",2015,2189259,391802
"11410","48-1115529",2016,1966048,526753
"11411","48-1115529",2017,1527030,1037136
"11412","48-1115529",2018,1493243,586814
"11413","48-1115529",2019,1256941,531087
"11414","48-1115529",2020,2007973,1637197
"11415","48-1115529",2021,2614773,477920
"11416","48-1115529",2022,3715740,594327
"11417","20-5822485",2012,76776,162923
"11418","20-5822485",2013,414252,158110
"11419","20-5822485",2015,1931451,771343
"11420","20-5822485",2016,3418079,994191
"11421","20-5822485",2017,5213313,1337196
"11422","20-5822485",2018,7209467,1697542
"11423","20-5822485",2019,8681561,1401960
"11424","20-5822485",2020,13514468,3261461
"11425","20-5822485",2021,15019327,2885493
"11426","20-5822485",2022,17344397,1463092
"11427","48-1091875",2008,447449,47604
"11428","48-1091875",2009,482855,65590
"11429","48-1091875",2010,470206,150682
"11430","48-1091875",2011,611142,233879
"11431","48-1091875",2012,938360,225248
"11432","48-1091875",2013,1094071,349311
"11433","48-1091875",2014,1363801,330193
"11434","48-1091875",2015,2134312,297121
"11435","48-1091875",2016,3287193,357928
"11436","48-1091875",2017,3984213,692078
"11437","48-1091875",2018,6328225,1447211
"11438","48-1091875",2019,7492246,990304
"11439","48-1091875",2020,13061840,1192293
"11440","48-1091875",2021,19446224,3983289
"11441","48-1221800",2010,190237,217301
"11442","48-1221800",2011,244091,183003
"11443","48-1221800",2012,247545,143599
"11444","48-1221800",2013,244074,201019
"11445","48-1221800",2015,574437,179075
"11446","48-1221800",2016,986673,391233
"11447","48-1221800",2017,807533,287765
"11448","48-1221800",2018,1911679,949209
"11449","48-1221800",2019,1747392,716755
"11450","48-1221800",2020,2025395,800238
"11451","48-1221800",2021,5445115,1655617
"11452","48-1221800",2022,6879487,1718948
"11453","20-5896415",2009,679676,51933
"11454","20-5896415",2010,1001442,108591
"11455","20-5896415",2011,798152,53540
"11456","20-5896415",2012,707332,123278
"11457","20-5896415",2013,914108,62080
"11458","20-5896415",2014,1151433,82264
"11459","20-5896415",2015,1858473,191474
"11460","20-5896415",2016,3683978,1119533
"11461","20-5896415",2017,4780907,1118426
"11462","20-5896415",2018,5288310,1178159
"11463","20-5896415",2019,5878755,1157092
"11464","20-5896415",2020,6819224,1974732
"11465","20-5896415",2021,8819801,1767687
"11466","20-5896415",2022,10778200,1208760
"11467","43-1236557",2009,19738651,11748253
"11468","43-1236557",2010,22934094,13711071
"11469","43-1236557",2011,28368604,17397556
"11470","43-1236557",2012,30143192,13386573
"11471","43-1236557",2013,31787733,12712295
"11472","43-1236557",2014,40680833,20057780
"11473","43-1236557",2015,102527922,40290481
"11474","43-1236557",2016,124558306,45042526
"11475","43-1236557",2017,130984454,38888414
"11476","43-1236557",2018,129567177,41922126
"11477","43-1236557",2019,117799286,38264992
"11478","43-1236557",2020,123766014,41229266
"11479","43-1236557",2021,135101966,61270086
"11480","43-1236557",2022,120049610,38870679
"11481","43-1032835",2009,28372712,11740250
"11482","43-1032835",2010,30909026,11355378
"11483","43-1032835",2011,33515214,10767577
"11484","43-1032835",2012,38486292,12701829
"11485","43-1032835",2013,45245053,13725364
"11486","43-1032835",2014,53896135,19377575
"11487","43-1032835",2015,95448756,32066894
"11488","43-1032835",2016,104346387,34509005
"11489","43-1032835",2017,112516748,39522442
"11490","43-1032835",2018,133250965,47933587
"11491","43-1032835",2019,146741336,52478529
"11492","43-1032835",2020,190985406,79332796
"11493","43-1032835",2021,247426492,98661622
"11494","43-1032835",2022,275251307,104984994
"11495","27-1700281",2014,231622,58490
"11496","27-1700281",2015,408200,38797
"11497","27-1700281",2016,966810,52393
"11498","27-1700281",2017,1477548,89545
"11499","27-1700281",2018,1588913,91652
"11500","27-1700281",2019,1308567,133976
"11501","27-1700281",2020,1898376,450442
"11502","27-1700281",2021,3193553,384916
"11503","26-2522083",2011,2692,0
"11504","26-2522083",2012,29242,0
"11505","26-2522083",2013,3182,0
"11506","26-2522083",2014,519166,68687
"11507","26-2522083",2015,835194,89998
"11508","26-2522083",2016,2158509,1280047
"11509","26-2522083",2017,2890595,1750780
"11510","26-2522083",2018,3619903,2663389
"11511","26-2522083",2019,3728131,3257880
"11512","26-2522083",2020,6989195,4680505
"11513","26-2522083",2021,12619017,6722359
"11514","48-0985868",2015,423133,136593
"11515","48-0985868",2016,799839,177872
"11516","48-0985868",2017,1018552,222533
"11517","48-0985868",2018,927294,204339
"11518","48-0985868",2019,985221,285988
"11519","48-0985868",2020,1226488,543259
"11520","48-0985868",2021,2216298,759322
"11521","43-1791656",2008,379525,361051
"11522","43-1791656",2009,493779,393646
"11523","43-1791656",2010,1245090,1186095
"11524","43-1791656",2011,1389730,1057347
"11525","43-1791656",2012,1841492,1306443
"11526","43-1791656",2013,2121484,1241617
"11527","43-1791656",2014,2016323,1178730
"11528","43-1791656",2015,3101691,1064717
"11529","43-1791656",2016,3004211,1117561
"11530","43-1791656",2017,3539264,996166
"11531","43-1791656",2018,3934695,1049490
"11532","43-1791656",2019,4351811,968189
"11533","43-1791656",2020,5599745,1020676
"11534","43-1791656",2021,6983035,961003
"11535","43-0967292",2009,4807541,667632
"11536","43-0967292",2010,5230499,841623
"11537","43-0967292",2011,4722696,528124
"11538","43-0967292",2012,4773347,603263
"11539","43-0967292",2013,5083849,537596
"11540","43-0967292",2014,5029557,637139
"11541","43-0967292",2015,5679798,652589
"11542","43-0967292",2016,5528457,673861
"11543","43-0967292",2017,5574617,1246175
"11544","43-0967292",2018,4859644,1566869
"11545","43-0967292",2019,5790894,1418143
"11546","43-0967292",2020,6619291,1819987
"11547","43-0967292",2021,15248878,5868481
"11548","43-0967292",2022,18238604,3590363
"11549","26-4049382",2013,126571,458
"11550","26-4049382",2014,98012,1485
"11551","26-4049382",2016,315836,47377
"11552","26-4049382",2017,336796,41957
"11553","26-4049382",2018,361000,59790
"11554","26-4049382",2019,475226,68523
"11555","26-4049382",2020,2108751,1506741
"11556","26-4049382",2021,1738694,270866
"11557","48-1151382",2008,1088684,12884
"11558","48-1151382",2009,1413379,32455
"11559","48-1151382",2010,1645590,36563
"11560","48-1151382",2011,1533153,52708
"11561","48-1151382",2012,1617766,39207
"11562","48-1151382",2013,1586493,81425
"11563","48-1151382",2014,1602167,106779
"11564","48-1151382",2015,1539822,104572
"11565","48-1151382",2016,1467173,205341
"11566","48-1151382",2017,1804777,297966
"11567","48-1151382",2018,1994355,383173
"11568","48-1151382",2019,3040817,664729
"11569","48-1151382",2020,4141028,1370548
"11570","48-1151382",2021,9024388,876309
"11571","84-0706945",2009,15436662,7023258
"11572","84-0706945",2010,17894164,8613216
"11573","84-0706945",2011,17710808,7116773
"11574","84-0706945",2012,19682487,7524290
"11575","84-0706945",2013,21760723,5700815
"11576","84-0706945",2014,21640838,5411357
"11577","84-0706945",2015,24777519,5585798
"11578","84-0706945",2016,25940981,6101516
"11579","84-0706945",2017,26993158,5598135
"11580","84-0706945",2018,29016096,4950235
"11581","84-0706945",2019,37449296,9178273
"11582","84-0706945",2020,45742806,13086657
"11583","84-0706945",2021,46697315,8999363
"11584","84-0706945",2022,52544690,10079931
"11585","84-0613540",2009,53647034,22972968
"11586","84-0613540",2010,56384698,21207528
"11587","84-0613540",2011,59823499,21507011
"11588","84-0613540",2012,62210725,20804804
"11589","84-0613540",2013,62290900,19816564
"11590","84-0613540",2014,68800850,20095652
"11591","84-0613540",2015,70566763,20050010
"11592","84-0613540",2016,67460170,20892990
"11593","84-0613540",2017,68581329,19649082
"11594","84-0613540",2018,72144156,19742685
"11595","84-0613540",2019,72495872,20704524
"11596","84-0613540",2020,77267243,22641886
"11597","84-0613540",2021,81638412,21837985
"11598","84-0613540",2022,84737500,19432838
"11599","84-0613289",2009,8704457,1205222
"11600","84-0613289",2010,9869539,1404058
"11601","84-0613289",2011,13123715,1590494
"11602","84-0613289",2012,13571479,1424723
"11603","84-0613289",2013,16788359,3988932
"11604","84-0613289",2014,22134673,1945713
"11605","84-0613289",2015,29640286,1913192
"11606","84-0613289",2016,32820831,2178553
"11607","84-0613289",2017,34244399,2462401
"11608","84-0613289",2018,37190687,2557463
"11609","84-0613289",2019,38552661,2734001
"11610","84-0613289",2020,40272871,3598997
"11611","84-0613289",2021,49717065,7609309
"11612","84-0613289",2022,52266159,4319815
"11613","84-0921521",2008,20060514,6785033
"11614","84-0921521",2009,22798069,7205868
"11615","84-0921521",2010,21424628,4692443
"11616","84-0921521",2011,21813200,5189528
"11617","84-0921521",2012,22352835,5250538
"11618","84-0921521",2013,21934577,5457069
"11619","84-0921521",2014,24644496,3883359
"11620","84-0921521",2015,29764952,4343849
"11621","84-0921521",2016,32098412,4324211
"11622","84-0921521",2017,34609605,2379615
"11623","84-0921521",2018,38773571,2602781
"11624","84-0921521",2019,39476547,2373875
"11625","84-0921521",2020,53349120,16231970
"11626","84-0921521",2021,55236903,15205238
"11627","74-2412898",2008,3174241,1448106
"11628","74-2412898",2009,3759627,1409054
"11629","74-2412898",2010,3775442,864562
"11630","74-2412898",2011,5931468,992116
"11631","74-2412898",2012,7259283,1323675
"11632","74-2412898",2013,8182330,2121516
"11633","74-2412898",2014,8480659,1933530
"11634","74-2412898",2015,8758972,1171682
"11635","74-2412898",2016,9581310,1348525
"11636","74-2412898",2017,9870902,1272718
"11637","74-2412898",2018,9318213,1381456
"11638","74-2412898",2019,11694241,1510901
"11639","74-2412898",2020,15007059,4805834
"11640","74-2412898",2021,18547739,2444225
"11641","46-0396683",2009,862712,317823
"11642","46-0396683",2010,1056482,291358
"11643","46-0396683",2011,620105,427363
"11644","46-0396683",2012,702699,395530
"11645","46-0396683",2013,818288,206024
"11646","46-0396683",2014,1387928,587838
"11647","46-0396683",2015,2879763,1683087
"11648","46-0396683",2016,5211811,3185526
"11649","46-0396683",2017,5449795,1946129
"11650","46-0396683",2018,6619495,1491543
"11651","46-0396683",2019,8978457,2226217
"11652","46-0396683",2020,13526072,3090357
"11653","46-0396683",2021,20303216,8382868
"11654","84-0951575",2008,24169968,10432000
"11655","84-0951575",2009,25810055,11643634
"11656","84-0951575",2010,30041258,10439399
"11657","84-0951575",2011,35222011,12290949
"11658","84-0951575",2012,39028916,15957071
"11659","84-0951575",2013,62588417,35815922
"11660","84-0951575",2014,68488446,38629190
"11661","84-0951575",2015,72966190,41268359
"11662","84-0951575",2016,89927590,41506927
"11663","84-0951575",2017,91732868,42453133
"11664","84-0951575",2018,106640326,43987194
"11665","84-0951575",2019,128174264,56347138
"11666","84-0951575",2020,136081088,40758995
"11667","84-0951575",2021,156626043,45462053
"11668","74-2477108",2008,21648978,11931057
"11669","74-2477108",2009,21907292,11697350
"11670","74-2477108",2010,23301479,11021055
"11671","74-2477108",2011,26204383,11080830
"11672","74-2477108",2012,34687226,13526121
